ADIF_ID;RENFE_ID;STATION_NAME;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
01001;01001;EL SORBITO (APD-CGD);37.208475;-5.706642;;;ALCALÁ DE GUADAÍRA;SEVILLA;ESPAÑA;NO;NO;
01002;01002;LA TRINIDAD   (APT-CGD);;;;;ALCALÁ DE GUADAÍRA;SEVILLA;ESPAÑA;NO;NO;
01003;01003;ARAHAL;37.268081;-5.548514;Calle Virgen de los Dolores, S/N;41600;ARAHAL;SEVILLA;ESPAÑA;NO;NO;
01004;01004;PARADAS (APD-CGD);;;;;PARADAS;SEVILLA;ESPAÑA;NO;NO;
01005;01005;MARCHENA;37.334282;-5.425519;Avenida Maestro Santos Ruano, 8;41620;MARCHENA;SEVILLA;ESPAÑA;NO;NO;
01006;01006;OJUELOS-LANTEJUELA (APD);;;;;MARCHENA;SEVILLA;ESPAÑA;NO;NO;
01007;01007;OSUNA;37.233899;-5.115026;Avenida Estacion Ferrocarril, S/N;41640;OSUNA;SEVILLA;ESPAÑA;NO;NO;
01008;01008;AGUADULCE (APD);;;;;AGUADULCE;SEVILLA;ESPAÑA;NO;NO;
01009;01009;PEDRERA;37.222396;-4.893519;Calle Manuel Aranda, 3;41566;PEDRERA;SEVILLA;ESPAÑA;NO;NO;
02002;PTE G;PUENTE GENIL-HERRERA;37.3579;-4.821638;Carretera A-318 - Km. 9 - Entre los Pueblos de Puente Genil (Córdoba) y Herrera (Sevilla);14500;PUENTE GENIL;CÓRDOBA;ESPAÑA;NO;NO;PTE G
02003;ANTEQ;ANTEQUERA-SANTA ANA;37.069881;-4.719014;Carretera Ma-5406 - Estacion Ferrocarril, S/N;29540;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
02030;02030;ANTEQUERA AV;37.0334437;-4.5612901;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
02110;02110;CAJA CENTRAL (MADRID;;;;;MADRID;MADRID;ESPAÑA;SI;NO;
02115;02115;CAJA DE BARCELONA;;;;;BARCELONA;BARCELONA;ESPAÑA;SI;NO;
03001;03001;MENGÍBAR-ARTICHUELA (APD-CGD);37.978219;-3.803308;Calle Camino Estacion Ferrocarril, S/N;23620;MENGÍBAR;JAÉN;ESPAÑA;NO;NO;
03002;03002;VILLARGORDO (APD);37.913359;-3.784829;;;JAÉN;JAÉN;ESPAÑA;NO;NO;
03003;03003;GRANENA (APD-CGD);37.847712;-3.765399;;;JAÉN;JAÉN;ESPAÑA;NO;NO;
03100;03100;JAÉN;37.779827;-3.790798;Plaza de Jaen por la Paz, 1;23007;JAÉN;JAÉN;ESPAÑA;NO;NO;
03102;03102;TORREDELCAMP(APD-CGD);;;;;TORRE DEL CAMPO;JAÉN;ESPAÑA;NO;NO;
03103;03103;TORREDONJIMENO  (APD-CGD);;;;;TORREDONJIMENO;JAÉN;ESPAÑA;NO;NO;
03104;03104;MARTOS  (APD-CGD);;;;;MARTOS;JAÉN;ESPAÑA;NO;NO;
03105;03105;VADO-JAEN (APD);;;;;MARTOS;JAÉN;ESPAÑA;NO;NO;
03106;03106;ALCAUDETE-FTE. DE ORBE;;;;;ALCAUDETE;JAÉN;ESPAÑA;NO;NO;
03107;03107;COLLADO DE LAS ARCAS (APD);;;;;LUQUE;JAÉN;ESPAÑA;NO;NO;
03108;03108;LUQUE;;;;;LUQUE;JAÉN;ESPAÑA;NO;NO;
03109;03109;ZUHEROS (APD);;;;;ZUHEROS;JAÉN;ESPAÑA;NO;NO;
03110;03110;DONA MENCIA (APD);;;;;DOÑA MENCÍA;JAÉN;ESPAÑA;NO;NO;
03111;03111;CABRA DE CORDOBA;;;;;CABRA;JAÉN;ESPAÑA;NO;NO;
03112;03112;LUCENA;;;;;LUCENA;JAÉN;ESPAÑA;NO;NO;
03113;03113;MORILES;;;;;MORILES;JAÉN;ESPAÑA;NO;NO;
03208;03208;CUENCA FERNANDO ZÓBEL;40.035192;-2.14441;Avenida Cerro de la Estrella, S/N - N-320 - Circunvalacion de Cuenca;16004;CUENCA;CUENCA;ESPAÑA;NO;NO;CUENC
03213;03213;REQUENA UTIEL;39.519834;-1.127601;Autovia A3 - Salida 285;46340;REQUENA;VALENCIA/VALÈNCIA;ESPAÑA;NO;NO;
03216;03216;VALENCIA JOAQUÍN SOROLLA;39.459051;-0.382923;Calle San Vicente Martir, 171;46007;VALENCIA;VALENCIA/VALÈNCIA;ESPAÑA;SI;NO;VALEN
03309;03309;VILLENA AV;38.585302;-0.873295;Partida de San Juan, 182;03400;VILLENA;ALICANTE/ALACANT;ESPAÑA;SI;NO;
03410;03410;ELCHE AV/ELX AV;38.24551;-0.76675;Calle Nieve, 0;03006;ELCHE/ELX;ALICANTE/ALACANT;ESPAÑA;SI;NO;
03412;03412;CALLOSA DE SEGURA - COX;38.1227708;-0.8745727;;;CALLOSA DE SEGURA;ALICANTE/ALACANT;ESPAÑA;SI;NO;
04001;04001;LINARES-PASEO LINAREJOS;40.347189;-3.664578;;;LINARES;JAÉN;ESPAÑA;NO;NO;
04007;04007;GUADALAJARA - YEBES;40.587315;-3.124301;Carretera N-320 Sacedon-Cuenca, Km 268;19000;YEBES;GUADALAJARA;ESPAÑA;NO;NO;GUADA
04040;ZARAG;ZARAGOZA-DELICIAS;41.658649;-0.911615;Calle Rioja, 33;50011;ZARAGOZA;ZARAGOZA;ESPAÑA;SI;NO;ZARAG
04104;04104;CAMP TARRAGONA;41.192066;1.272666;Calle Mas L Hereuet, S/N;43765;TARRAGONA;TARRAGONA;ESPAÑA;SI;NO;TARRA
04307;04307;FIGUERES VILAFANT;42.264771;2.943547;Avinguda Puig Grau, S/N;17740;VILAFANT;GIRONA;ESPAÑA;NO;NO;
05000;05000;GRANADA;37.184038;-3.609154;Avenida de los Andaluces, S/N;18014;GRANADA;GRANADA;ESPAÑA;NO;NO;
05002;05002;ATARFE-SANTAFE;37.216314;-3.694583;;;ATARFE;GRANADA;ESPAÑA;NO;NO;
05003;05003;SIERRA ELVIRA (APD-CGD);37.233188;-3.731477;;;ATARFE;GRANADA;ESPAÑA;NO;NO;
05004;05004;PINOS PONTE   (APT-CGD);37.247231;-3.756148;;;PINOS PUENTE;GRANADA;ESPAÑA;NO;NO;
05005;05005;ANZOLA (APD);37.251818;-3.79332;;;PINOS PUENTE;GRANADA;ESPAÑA;NO;NO;
05006;05006;SAN PASCUAL (APD-CGD);37.24511;-3.828697;;;PINOS PUENTE;GRANADA;ESPAÑA;NO;NO;
05007;05007;ILLORA-LACHAR (APD);37.2500689;-3.859018;;;ILLORA;GRANADA;ESPAÑA;NO;NO;
05008;05008;ALOMARTES (APD);37.242201;-3.911302;;;ILLORA;GRANADA;ESPAÑA;NO;NO;
05009;05009;TOCON-MONTEFRIO   (APT);37.232841;-3.962381;;;ILLORA;GRANADA;ESPAÑA;NO;NO;
05010;05010;VILLANUEVA MESIA (APD);37.2205019;-4.011728;;;VILLANUEVA MESÍA;GRANADA;ESPAÑA;NO;NO;
05011;05011;HUETOR-TAJAR (APD);37.203461;-4.059959;;;HUÉTOR TÁJAR;GRANADA;ESPAÑA;NO;NO;
05012;05012;LOJA;37.175372;-4.134841;;;LOJA;GRANADA;ESPAÑA;NO;NO;
05013;05013;LOJA-SAN FRANCISCO;37.174868;-4.149479;Plaza Estacion Ferrocarril, 56;18300;LOJA;GRANADA;ESPAÑA;NO;NO;
05014;05014;RIOFRIO (APD);37.1480899;-4.203528;;;LOJA;GRANADA;ESPAÑA;NO;NO;
05015;05015;SALINAS-VILLANUEVA TAPIA (APT);37.122472;-4.298442;;;ARCHIDONA;MÁLAGA;ESPAÑA;NO;NO;
05016;05016;ARCHIDONA   (APT);37.134572;-4.425941;;;ARCHIDONA;MÁLAGA;ESPAÑA;NO;NO;
05019;05019;ANTEQUERA-CIUDAD;37.028171;-4.560911;Barriada Estacion, S/N;29200;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
05020;05020;LAS MARAVILLAS (APD);;;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;
05023;05023;LA PENA (APT-CGD);;;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;
05102;05102;SAN XOÁN;43.494664;-8.213713;Estrada San Xoan, S/N;15404;FERROL;CORUÑA, A;ESPAÑA;SI;SI;
05103;05103;SANTA ICÍA;43.500113;-8.199581;Rua Estacion Ferrocarril, 2;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05104;05104;VIRXE DO MAR;43.496509;-8.204876;Rua Ponte Das Cabras, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05105;05105;PIÑEIROS;43.509526;-8.183968;Rua Cerrallon de Arriba, S/N;15572;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05106;05106;O PONTO;43.514774;-8.177783;Rua Maria Soliña, 13;15572;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05107;05107;XUVIA;43.517113;-8.161322;Carretera de Castela con Travesia Feve;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05108;05108;O ALTO DO CASTIÑEIRO;43.503179;-8.195559;Rua Torre, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05109;05109;FERRERÍAS;43.527976;-8.150454;Camiño do Apeadoiro Prados, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05110;05110;SANTANDER-FEVE;43.458869;-3.811065;;;SANTANDER;CANTABRIA;ESPAÑA;NO;SI;
05111;05111;SEDES;43.542607;-8.140199;Carretera Ag-64 - Estacion Ferrocarril, S/N;15570;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05113;05113;PEDROSO DE NARÓN;43.536748;-8.109213;Calle Aldea Mosteiro, 4;15597;NARÓN;CORUÑA, A;ESPAÑA;SI;SI;
05115;05115;SAN SADURNIÑO;43.546021;-8.077931;Carretera Dp-7603 - Lugar Orxas, 7;15560;SAN SADURNIÑO;CORUÑA, A;ESPAÑA;SI;SI;
05117;05117;LAMAS;43.54729;-8.049245;Carretera Ac-862 - Estacion Ferrocarril, S/N;15562;SAN SADURNIÑO;CORUÑA, A;ESPAÑA;SI;SI;
05119;05119;APALLA;43.550463;-8.018649;Calle Estacion Ferrocarril S/N;15563;SAN SADURNIÑO;CORUÑA, A;ESPAÑA;SI;SI;
05121;05121;MOECHE;43.562171;-8.002732;Carretera Cp-4901 - Estacion Ferrocarril, S/N;15563;MOECHE;CORUÑA, A;ESPAÑA;SI;SI;
05123;05123;LABACENGOS;43.56528;-7.980225;Carretera Dp-4902 - Estacion Ferrocarril, S/N;15564;MOECHE;CORUÑA, A;ESPAÑA;SI;SI;
05125;05125;ENTRAMBARRÍAS;43.57706;-7.954257;Calle Estacion Ferrocarril S/N;15564;MOECHE;CORUÑA, A;ESPAÑA;SI;SI;
05127;05127;CERDIDO;43.587205;-7.934626;Carretera Ac-110 - Estacion Ferrocarril, S/N;15563;CERDIDO;CORUÑA, A;ESPAÑA;SI;SI;
05129;05129;A CUQUEIRA;43.607876;-7.921832;Calle Estacion Ferrocarril S/N;15569;CERDIDO;CORUÑA, A;ESPAÑA;SI;SI;
05131;05131;SANTA MARIA DE MERA;43.64098;-7.916192;Carretera Ac-862 - Estacion Ferrocarril, S/N;15349;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05133;05133;PONTEMERA;43.666073;-7.902641;Carretera Ac-862 - Estacion Ferrocarril, S/N;15340;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05135;05135;SAN CLODIO;43.660887;-7.873495;Carretera Ac-862 - Estacion Ferrocarril, S/N;15368;RIBAS DE SIL;CORUÑA, A;ESPAÑA;SI;SI;
05137;05137;SERNA;43.668783;-7.8545455;Carretera Ac-862 - Estacion Ferrocarril, S/N;15368;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05139;05139;ORTIGUEIRA;43.686268;-7.849488;Avenida Juan Luis Pla Martinez, S/N;15330;ORTIGUEIRA;CORUÑA, A;ESPAÑA;SI;SI;
05141;05141;ESPASANTE;43.70888;-7.804897;Carretera Ac-862 - Estacion Ferrocarril, S/N;15339;ORTIGUEIRA;CORUÑA, A;ESPAÑA;NO;SI;
05143;05143;LOIBA;43.730393;-7.750044;Carretera Cp-6104 - Estacion Ferrocarril, S/N;15339;ORTIGUEIRA;CORUÑA, A;ESPAÑA;NO;SI;
05145;05145;O BARQUEIRO;43.735649;-7.70288;Carretera Estacion Ferrocarril, 6;15337;MAÑÓN;CORUÑA, A;ESPAÑA;NO;SI;
05147;05147;O VICEDO;43.731026;-7.673215;Rua Deputacion - Camiño Sacido, S/N;27860;VICEDO (O);LUGO;ESPAÑA;NO;SI;
05149;05149;MOSENDE;43.706194;-7.635477;Carretera A Fraderia, S/N;27861;VICEDO (O);LUGO;ESPAÑA;NO;SI;
05151;05151;FOLGUEIRO;43.692766;-7.635048;Carretera Lu-862 - Estacion Ferrocarril, S/N;27860;VICEDO (O);LUGO;ESPAÑA;NO;SI;
05153;05153;FEVE-COVAS DE VIVEIRO;43.670275;-7.614613;Camino Escolar Estacion Ferrocarril, S/N;27861;VIVEIRO;LUGO;ESPAÑA;NO;SI;
05155;05155;VIVEIRO;43.6569;-7.60033;Avenida Xunqueira Esquina Rua Verxeles, S/N;27869;VIVEIRO;LUGO;ESPAÑA;NO;SI;
05156;05156;VIVEIRO APDRO.;43.661435;-7.594532;Camiño Altamira, 2;27869;VIVEIRO;LUGO;ESPAÑA;NO;SI;
05157;05157;XUANCES;43.687991;-7.553904;Camiño O Cruzeiro - Estacion Ferrocarril, S/N;27877;XOVE;LUGO;ESPAÑA;NO;SI;
05159;05159;XOVE POBO;43.683567;-7.510921;Camino Apeadero, S/N;27878;XOVE;LUGO;ESPAÑA;NO;SI;
05161;05161;XOVE;43.681138;-7.495251;Carretera Lu-862 - Estacion Ferrocarril, S/N;27878;XOVE;LUGO;ESPAÑA;NO;SI;
05163;05163;LAGO;43.687108;-7.481942;Carretera Lu-2602 - Estacion Ferrocarril, S/N;27878;XOVE;LUGO;ESPAÑA;NO;SI;
05165;05165;BIDUEIROS;43.696712;-7.468843;Camino Monte Galis, S/N;27890;CERVO;LUGO;ESPAÑA;NO;SI;
05167;05167;SAN CIBRAO;43.692319;-7.44177;Carretera Lu-P-1510 - Estacion Ferrocarril, S/N;27890;CERVO;LUGO;ESPAÑA;NO;SI;
05169;05169;MADEIRO;43.686219;-7.412863;Carretera Lu-P-1510 - Estacion Ferrocarril, S/N;27891;CERVO;LUGO;ESPAÑA;NO;SI;
05171;05171;BURELA;43.660607;-7.361183;Rua Nosa Señora do Carme, 10;27880;BURELA;LUGO;ESPAÑA;NO;SI;
05173;05173;CANGAS DE FOZ;43.626106;-7.333309;Camino Alamparte, S/N;27892;FOZ;LUGO;ESPAÑA;NO;SI;
05175;05175;NOIS;43.610309;-7.312222;Carretera N-642 - Estacion Ferrocarril, S/N;27893;FOZ;LUGO;ESPAÑA;NO;SI;
05177;05177;FAZOURO;43.600457;-7.299843;Carretera Xeneral Fazouro, 4;27789;FOZ;LUGO;ESPAÑA;NO;SI;
05179;05179;MARZÁN;43.57475;-7.26936;Rua Pena Parda, S/N;27787;FOZ;LUGO;ESPAÑA;NO;SI;
05181;05181;FOZ;43.560886;-7.272235;Carretera Xeral Pedreira - Rua Xoiña, S/N;27788;FOZ;LUGO;ESPAÑA;NO;SI;
05183;05183;BARREIROS;43.547366;-7.225287;Carretera Remior, S/N;27792;BARREIROS;LUGO;ESPAÑA;NO;SI;
05185;05185;REINANTE;43.54987;-7.174315;Carretera Lu-P-0604 - Estacion Ferrocarril, S/N;27794;BARREIROS;LUGO;ESPAÑA;NO;SI;
05187;05187;ESTEIRO;43.551697;-7.146099;Carretera Lu-P-0610 - Estacion Ferrocarril, S/N;27795;RIBADEO;LUGO;ESPAÑA;NO;SI;
05189;05189;OS CASTROS;43.55157;-7.130895;Carretera Lu-P-5208 - Estacion Ferrocarril, S/N;27795;RIBADEO;LUGO;ESPAÑA;NO;SI;
05191;05191;RINLO;43.549761;-7.108645;Carretera Lu-141 - Estacion Ferrocarril, S/N;27797;RIBADEO;LUGO;ESPAÑA;NO;SI;
05193;05193;RIBADEO;43.53607;-7.055572;Rua Paco Lanza, 9;27700;RIBADEO;LUGO;ESPAÑA;NO;SI;
05195;05195;VEGADEO;43.4731616;-7.050645;;;VEGADEO;ASTURIAS;ESPAÑA;NO;SI;
05197;05197;A VEIGA/VEGADEO;43.479667;-7.057327;Carretera Cp-52-05 - Estacion Ferrocarril, S/N;33770;VEGADEO;ASTURIAS;ESPAÑA;NO;SI;
05199;05199;VILAVEDEYE;43.490502;-7.038353;Carretera N-640 - Estacion Ferrocarril, S/N;33778;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05201;05201;GIJÓN RAM;43.535175;-5.698318;;;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;GIJON
05203;05203;TREMAÑES-CARREÑO;43.528549;-5.694869;Camino de la Iglesia - Estacion Ferrocarril, S/N;33211;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05204;05204;CENTRU DE TRESPORTES;43.531135;-5.706739;Centro de Transportes de Gijón, Apeadero del Ferrocarril;33211;GIJÓN;ASTURIAS;ESPAÑA;SI;SI;
05207;05207;ABOÑO APD;43.55505;-5.72359;Barrio Aboño-Industria, S/N;33492;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05208;05208;XIBARES;43.565927;-5.728723;Barrio Xivares 4 - Estacion Ferrocarril, S/N;33492;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05209;05209;PERLORA;43.58078;-5.75368;Poligono Perlora Urbano - Estacion Ferrocarril, S/N;33491;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05210;05210;CANDÁS APD;43.58654;-5.76801;Calle Nuestra Señora Covadeonga, 9;33430;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05211;05211;CANDÁS;43.584718;-5.772722;Avenida Jose Maria Fernandez Ladrera, 27;33430;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05213;05213;EL REGUERAL;43.58048;-5.79763;Barrio Regueral, 19 - Estacion Ferrocarril, S/N;33439;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05215;05215;SAN ZABORNÍN;43.56908;-5.82533;Carretera Ce-1 - Estacion Ferrocarril, S/N;33449;CARREÑO;ASTURIAS;ESPAÑA;SI;SI;
05216;05216;GUDÍN-LLAMINACIÓN;43.552295;-5.865382;Carretera As-19 - Estacion Ferrocarril, S/N;33460;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;SI;
05217;05217;TRASONA/TRESONA;43.5518;-5.87438;Carretera As-19 - Estacion Ferrocarril, S/N;33468;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;SI;
05218;05218;OFICINES;43.551308;-5.877217;Avenida de Gjon - Estacion Ferrocarril, S/N;33468;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05219;05219;LLARANES;43.55415;-5.89703;Plaza Ensidesa, 29;33417;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05220;05220;CRISTALERÍA;43.575543;-5.929345;Barrio la Maruca, 110 - Estacion de Ferrocarril, S/N;33401;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05221;05221;AVILÉS APD;43.554627;-5.917472;Calle del Muelle, S/N;33402;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05222;05222;AVILÉS-CIM;43.561274;-5.922924;;;AVILÉS;ASTURIAS;ESPAÑA;SI;SI;
05224;05224;RAÍCES NUEVO/LA FUNDICIÓN;43.576334;-5.939915;Calle Antonio Machado, 2 - Estacion Ferrocarril, S/N;33400;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05225;05225;SALINAS;43.57039;-5.95663;Calle el AlgíIl, S/N;33405;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05227;05227;PIEDRASBLANCAS;43.556554;-5.975562;Calle Estacion Ferrocarril, S/N;33450;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05229;05229;VEGARROZADAS;43.551162;-5.99556;Avenida Galicia - Estacion Ferrocarril, S/N;33450;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05231;05231;SANTIAGU'L MONTE;43.540979;-6.028002;Carretera N-632 - Estacion Ferrocarril, S/N;33458;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;SI;
05232;05232;EL PARADOR;43.53524;-6.07053;Calle Parador, S/N;33126;SOTO DEL BARCO;ASTURIAS;ESPAÑA;SI;SI;
05233;05233;SOTU'L BARCU;43.52929;-6.07124;Calle Estacion Ferrocarril, S/N;33126;SOTO DEL BARCO;ASTURIAS;ESPAÑA;SI;SI;
05235;05235;RIBERAS;43.502742;-6.074331;Carretera As-16 - Estacion Ferrocarril, S/N;33127;SOTO DEL BARCO;ASTURIAS;ESPAÑA;SI;SI;
05237;05237;PEÑAULLÁN;43.491163;-6.093979;Calle Aldea Peñaullan, 801;33127;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05239;05239;SANTIANES;43.503755;-6.091829;Calle Lugar Santianes, 49;33129;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05241;05241;LOS CABOS;43.512444;-6.097514;Carretera As-224 - Estacion Ferrocarril, S/N;33129;PRAVIA;ASTURIAS;ESPAÑA;SI;SI;
05243;05243;MUROS DE NALÓN;43.542957;-6.111114;Calle de Francisco Cabal, S/N;33138;MUROS DE NALÓN;ASTURIAS;ESPAÑA;SI;SI;
05244;05244;EL PITO-PIÑERA;43.546893;-6.143335;Carretera N-632 - Estacion Ferrocarril, S/N;33159;CUDILLERO;ASTURIAS;ESPAÑA;SI;SI;
05245;05245;CUDILLERO;43.550925;-6.151968;Calle Juan Antonio Bravo - Estacion Ferrocarril, S/N;33159;CUDILLERO;ASTURIAS;ESPAÑA;SI;SI;
05247;05247;VILLADEMAR;43.557065;-6.155477;Carretera Cu-1 - Estacion Ferrocarril, S/N;33159;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05249;05249;LA MAGDALENA;43.559309;-6.184922;Carretera N-632A - Estacion Ferrocarril, S/N;33155;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05251;05251;SAN MARTÍN DE LUIÑA;43.544753;-6.228702;Carretera As-222 - Estacion Ferrocarril, S/N;33155;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05253;05253;SAN COSME;43.544069;-6.248091;Carretera As-222 - Estacion Ferrocarril, S/N;33155;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05255;05255;SOTO DE LUIÑA;43.559635;-6.234369;Carretera Cu-7 - Estacion Ferrocarril, S/N;33156;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05257;05257;VALDREDO;43.56638;-6.263234;Calle Estacion Ferrocarril S/N;33157;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05259;05259;NOVELLANA;43.557795;-6.289593;Carretera N-632 - Estacion Ferrocarril, S/N;33157;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05261;05261;SANTA MARINA;43.552674;-6.305181;Carretera N-632 - Estacion Ferrocarril, S/N;33158;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05263;05263;BALLOTA;43.550716;-6.322812;Carretera N-632 - Estacion Ferrocarril, S/N;33158;CUDILLERO;ASTURIAS;ESPAÑA;NO;SI;
05265;05265;TABLIZU;43.547253;-6.351225;Carretera N-632A - Estacion Ferrocarril, S/N;33780;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05267;05267;CADAVÉU;43.542952;-6.391612;Carretera As-268 - Estacion Ferrocarril, S/N;33788;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05269;05269;SAN CRISTUÉBANU;43.547225;-6.415264;Carretera San Cristobal - Quintana - Estacion Ferrocarril, S/N;33789;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05271;05271;CANEIRU;43.541913;-6.445878;Carretera N-632A - Estacion Ferrocarril, S/N;33787;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05273;05273;BARCIA;43.546813;-6.50828;Calle Estacion Ferrocarril S/N;33787;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05275;05275;LUARCA/L.LUARCA;43.537949;-6.536617;Avenida Estacion Ferrocarril, S/N;33700;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05277;05277;OUTUR;43.540541;-6.593562;Carretera N-634, Km. 511 - Estacion Ferrocarril, S/N;33792;VALDÉS;ASTURIAS;ESPAÑA;NO;SI;
05279;05279;VILLAPEDRE;43.546723;-6.64587;Carretera Nv-2 - Estacion Ferrocarril, S/N;33793;NAVIA;ASTURIAS;ESPAÑA;NO;SI;
05281;05281;PIÑERA-VILLAORIL;43.535685;-6.685414;Carretera Nacional 634, Apeadero del Ferrocarril;33719;NAVIA;ASTURIAS;ESPAÑA;NO;SI;
05283;05283;NAVIA;43.536802;-6.719425;Avenida Manuel Suarez, 8;33710;NAVIA;ASTURIAS;ESPAÑA;NO;SI;
05285;05285;MEDAL;43.545692;-6.752994;Carretera Cñ-6 - Estacion Ferrocarril, S/N;33719;COAÑA;ASTURIAS;ESPAÑA;NO;SI;
05287;05287;LLOZA;43.551254;-6.771675;Carretera Cñ-6 - Estacion Ferrocarril, S/N;33719;COAÑA;ASTURIAS;ESPAÑA;NO;SI;
05289;05289;CARTAVIO;43.550714;-6.789622;Carretera Cñ-6 - Estacion Ferrocarril, S/N;33719;COAÑA;ASTURIAS;ESPAÑA;NO;SI;
05291;05291;A CARIDÁ;43.547074;-6.827541;Carretera N-634 - Estacion Ferrocarril, S/N;33746;FRANCO (EL);ASTURIAS;ESPAÑA;NO;SI;
05293;05293;TAPIA;43.535026;-6.909329;Carretera As-31 - Estacion Ferocarril, S/N;33747;TAPIA DE CASARIEGO;ASTURIAS;ESPAÑA;NO;SI;
05295;05295;TOL;43.527204;-6.952128;Carretera As-32 - Estacion Ferocarril, S/N;33794;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05297;05297;LES CAMPES;43.36383;-5.88346;La Campas, 4 (A);33768;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05299;05299;CASTROPOL;43.5095861;-7.0147697;Carretera N-640 - Estacion Ferrocarril, S/N;33769;CASTROPOL;ASTURIAS;ESPAÑA;NO;SI;
05300;05300;EL VALLOBÍN;43.3653;-5.8649;Plaza Angel Gonzalez, S/N;33012;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05301;05301;L'ARGAÑOSA - LLAPIÉS;43.365832;-5.870018;Calle Favila, S/N;33013;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05302;05302;AS CAMPAS;43.36383;-5.88346;Calle Proaza, S/N;33012;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05303;05303;LES MACES;43.35867;-5.89756;Carretera A-232 - Estacion Ferrocarril, S/N;00000;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05304;05304;SAN CLAUDIO/SAN CLOYO;43.355333;-5.917811;Calle Estacion Ferrocarril, S/N;33191;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05305;05305;FUSO DE LA REINA;;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;SI;
05306;05306;SAN PEDRU NORA;43.36874;-5.9588;Carretera A-233 - Estacion Ferrocarril, S/N;33119;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
05308;05308;SOTU-UDRIÓN;43.355707;-5.965352;Carretera N-634 - Estacion Ferrocarril, S/N;33119;OVIEDO;ASTURIAS;ESPAÑA;SI;SI;
